text,class,
@Mseciice මමනේ දන්නේ මගේ දුක,Neutral,
"අහස ගුගුරා කඳුළු වැහි  කැට
වැටී තරු එළි නිවුන හවසක,
කෙලෙස කවියක ලියමි එළිවැට
නුඹෙ සුවඳවත් ලඟ නොමැති දවසක!",Neutral,
RT @Pink_princesss7: දුක හිතුනම ඔළුව අතගාන්න කවුරුත් නැති හැටි🥲 https://t.co/Z9giXEfv3T,Neutral,
@aashinionline @NaveeSilva ඇයි දුක,Neutral,
@JayaniFdo @DehanJ_ ඔයා දුක ගනෙපා ජෙනි පැත්තකින් තියන්න,Neutral,
@JayaniFdo @RakzzMaduOnline දැං ඉතින් කරන්න දෙයක් නැ දුක තමයි 😂,Neutral,
දුක හිතුනම ඔළුව අතගාන්න කවුරුත් නැති හැටි🥲 https://t.co/Z9giXEfv3T,Neutral,
දුෂණ වලට මට නඩු දමන්න කියන ඔයා රටක අධිකරණ අමාත්‍යාංශය නීතිපති දෙපාර්තමේන්තුව පොලිසිය අල්ලස් කොමිසම විගණන කොමිසම ට්‍… https://t.co/mAh2kQiGWu,Neutral,
@SNkathriarachch @AshanCx අක්කාගෙ reply එක දකිද්දි මට බැදලා ඉන්න අයියා ගැන දුක හිතුනා අක්කේ...😁😁,Neutral,
"අන්තරේට අදත් කඳුළු ගෑස් ප්‍රහාරයක් (VIDEO) 
READ MORE &gt;&gt;&gt; https://t.co/uQDRu8Ejpy https://t.co/KvbyW0Lyyw",Neutral,
"මතකයන් අවුස්සා
යළිත් මළවුන් අතරින් 
අවදිකර පණ දී තුරුලේම
හංගන් ඉද...
දුක දැනුනේම නැතිද
යලිත් මිහිදන් කළ විට",Neutral,
"කෝ යකෝ වලිය 🥴....
ඇයි ඇයි ඇයි කියලවත් තිබ්බානං දුක නෑ බලං හිටියට අපි මෙහෙම.. 🙄
පොලීසියෙන්වත් කුදලංවත් ගියාද දන්නෑ… https://t.co/jmz5HqDDfx",Neutral,
"හරිහැටි කතාවක් වත් නැතුව
හිටි හැටියේම සමුගන්න එපා
මොකද ඒ සමුගැනීම දරාගන්න අමාරුයි
        සමහර විට ඇතැම් මිනිස්සු අ… https://t.co/0WVCHxcHyv",Neutral,
"RT @KOTTANOFFICIAL: රටවල් දාලා දොස්තරලා යනවා. මිනිහා සංචාරක සතෙක්. හැබැයී අපි හයිවේ වෙනුවට, සෞඛ්‍ය සේවයට මුදල් යෙදුවා නම්, පරණ ගාලු පාරේ කත…",Neutral,
""" තනිකඩව මැරෙන්න, නමුත් කවදාවත් කිසිවෙකුගෙන් ආදරය කරන්නැයි ඉල්ලන්න එපා."" 💜️🌻💫 https://t.co/6BEKDAcHWR",Neutral,
ළමුන්ටත් කඳුළු ගෑස් ප්‍රහාරය වදී | පොඩි ළමයි අඬාගෙන දුවයි | මහ එවුන්ගේ වැඩවලින් බැටකාපු පොඩි එවුන්.. https://t.co/stAG9EZdea,Neutral,
"@ravinda88 වැඩියෙන්ම පාඩු ලබන ආයතන අතර ලංගමත් ඉන්නවා. ලංගමත් විකුණනව නම් නියමයි. කජු සංස්ථාව, තැපෑල කියන්නෙ පොඩි කෑ… https://t.co/5dUHVFCnnV",Neutral,
RT @iam_AStr: මල්ලි බබෙක් තියා අයියා බබෙක්වත් මට වැරදිලාවත් මැසේජ් කරල නෑ කියල මතක් වෙද්දි පුටුවක් හපන් මැරෙන්න හිතුනා ............... 😩😩😩😩,Neutral,
"""එක තැනක් එනවා ජීවිතේ...
කඳුළු මදියි දුක දියකරන්න.
බර වැඩියි තමන්ගෙම හිත...
උහුළගෙන ඉන්න.",Neutral,
"අපිට දරාගන්න බැරි තරමට ඉල්ලුමක් තිබුණා..
""ඡන්දෙ නෑ කිව්ව සැනින්..එහෙත්"" https://t.co/zxldYfLYUQ",Neutral,
@iam_poor9 දුක තමයි! 🙃🤣,Neutral,
RT @WaruAnu: ඊයේ දරාගන්න බැරි විදිහේ කැත වැඩක් වුනේ.... 😥😥 මාව මිනිස්සු අදුරන්නෙ තනිකරම බේබදුකම දෝතින් දරාගත්තු කෙනෙක් විදිහට කියලා ඔප්පු…,Neutral,
"මනසින් විඳිමින් ඔය රූපේ
රිදුමන් ලෝකෙන් සඟවා
මතකෙන් අද මං මගෙ ලෝකේ
තනියෙන් ජීවත් වෙනවා
අලුතිත් පණ දුන් ඔබෙ ප්‍රේමේ… https://t.co/BzXBjfpVw2",Neutral,
"ජීවිතං අනියතං මරණං නියතං ~ බව.
දුක ජරාව අනියත ~ බව.
ලස්සන සැමදේ මොහොතක සුවදේ එහි කෙලවර දුක දේ ~ බව
කුනුශරීරය දුගඳ ~… https://t.co/oTp0bLFL1M",Neutral,
"කවුරුත් දන්නෙ නෑ
මහපොලොව වින්ද දුක https://t.co/paBAAFg0YF",Neutral,
"ජීවිතය රඟමඩලක්
මිනිසුන් එක්ව
සතුටින් හිනැහෙන්න
""දඟලන""
ඇරඹුමෙත්, කෙළවරෙත්
අතරමැදත් තැවරුණු දුක
නොදැක යන 
අසරණයින්ගේ… https://t.co/6cLolLW0vy",Neutral,
"අනෙ පපු එහෙම 
එකිනෙකාගෙ නම්වලට ලියන්න පුලුවන් ද ?
ඔව් සමහරුන්ට පුලුවන් ලේ වැක්කරෙද්දිත්
එකිගෙ නම තදට කොටන්න
 ""මං… https://t.co/iqs5qSxKi8",Neutral,
RT @iam_AStr: මල්ලි බබෙක් තියා අයියා බබෙක්වත් මට වැරදිලාවත් මැසේජ් කරල නෑ කියල මතක් වෙද්දි පුටුවක් හපන් මැරෙන්න හිතුනා ............... 😩😩😩😩,Neutral,
"සිහිනයෙන් ආදරය විඳින සඳ
දුක නේද නේතු පියනි ඇරුනාම
අවදි වෙන්නෙම නැතුව හැමදාම
සිහිනයක කිමිදෙන්න හිතයි මට",Neutral,
ගෙල වැලලාගත් මළසිරුරක්: රාජගිරිය බණ්ඩාරනායකපුර ඉදිකරමින් පවතින නිවසක් තුළ පුද්ගලයෙකු ගෙල වැලලාගෙන සියදිවි හානි කරග… https://t.co/F9BMVtCDFE,Neutral,
@iam_AStr පුටු හපන්නෙපා පුක හපන් මැරෙන්න,Neutral,
"RT @KOTTANOFFICIAL: රටවල් දාලා දොස්තරලා යනවා. මිනිහා සංචාරක සතෙක්. හැබැයී අපි හයිවේ වෙනුවට, සෞඛ්‍ය සේවයට මුදල් යෙදුවා නම්, පරණ ගාලු පාරේ කත…",Neutral,
"RT @adaderanasin: රාජගිරියේ සැකසහිත මළසිරුරක්
රාජගිරිය බණ්ඩාරනායකපුර ඉදිකරමින් පවතින නිවසක් තුළ පුද්ගලයෙකු ගෙල වැලලාගෙන සියදිවි හානි කරගෙන…",Neutral,
"රාජගිරියේ සැකසහිත මළසිරුරක්
රාජගිරිය බණ්ඩාරනායකපුර ඉදිකරමින් පවතින නිවසක් තුළ පුද්ගලයෙකු ගෙල වැලලාගෙන සියදිවි හානි… https://t.co/o68Lv371K1",Neutral,
"@iam_AStr කුශන් එකක් කන්න
ලී පුටුවක් කනවට වඩා ඉක්මනට මැරෙන්න පුලුවන්",Neutral,
මල්ලි බබෙක් තියා අයියා බබෙක්වත් මට වැරදිලාවත් මැසේජ් කරල නෑ කියල මතක් වෙද්දි පුටුවක් හපන් මැරෙන්න හිතුනා ............... 😩😩😩😩,Neutral,
ඊයේ දරාගන්න බැරි විදිහේ කැත වැඩක් වුනේ.... 😥😥 මාව මිනිස්සු අදුරන්නෙ තනිකරම බේබදුකම දෝතින් දරාගත්තු කෙනෙක් විදිහට කි… https://t.co/HV5mmqkBQw,Neutral,
"මෙහෙම හිතෙන එක සාධාරණයි
සියළුම වගකීම් වලින් මිදුනා කියන්නේ 
තමන් තනි වුණු බවම නෙවෙයිද?
තනි කමට කාන්සියට කථා කරන්නව… https://t.co/ZkewqzRSS5",Neutral,
@WaruAnu ඒක නම් ඇත්ත කතාව.. ඒ මනුස්සයාටත් දරාගන්න පුලුවන් ප්‍රමාණයක් තියනවා නේ.. 😂😂😂,Neutral,
"රටවල් දාලා දොස්තරලා යනවා. මිනිහා සංචාරක සතෙක්. හැබැයී අපි හයිවේ වෙනුවට, සෞඛ්‍ය සේවයට මුදල් යෙදුවා නම්, පරණ ගාලු පා… https://t.co/h2F3nEI0Za",Neutral,
